"","freq","unit","geo","TIME_PERIOD","values"
"1709","A","THS","BE21",2007-01-01,1708
"1710","A","THS","BE21",2008-01-01,1723.3
"1711","A","THS","BE21",2009-01-01,1737.94
"1712","A","THS","BE21",2010-01-01,1754.88
"1713","A","THS","BE21",2011-01-01,1780.33
"1714","A","THS","BE21",2012-01-01,1793.06
"1715","A","THS","BE21",2013-01-01,1802.55
"1716","A","THS","BE21",2014-01-01,1811.82
"1717","A","THS","BE21",2015-01-01,1822.95
"1718","A","THS","BE21",2016-01-01,1833.83
"1719","A","THS","BE21",2017-01-01,1844.17
"1720","A","THS","BE21",2018-01-01,1854.99
"1721","A","THS","BE21",2019-01-01,1866.78
"1722","A","THS","BE21",2020-01-01,1876.21
"1723","A","THS","BE21",2021-01-01,1884.98
"1724","A","THS","BE21",2022-01-01,1903.27
"1725","A","THS","BE21",2023-01-01,1924.41
"1726","A","THS","BE211",2000-01-01,931.79
"1727","A","THS","BE211",2001-01-01,933.5
"1728","A","THS","BE211",2002-01-01,938
"1729","A","THS","BE211",2003-01-01,942.8
"1730","A","THS","BE211",2004-01-01,946.89
"1731","A","THS","BE211",2005-01-01,951.77
"1732","A","THS","BE211",2006-01-01,957.91
"1733","A","THS","BE211",2007-01-01,965.17
"1734","A","THS","BE211",2008-01-01,973.41
"1735","A","THS","BE211",2009-01-01,981.43
"1736","A","THS","BE211",2010-01-01,991.81
"1737","A","THS","BE211",2011-01-01,1009.48
"1738","A","THS","BE211",2012-01-01,1017.46
"1739","A","THS","BE211",2013-01-01,1022.91
"1740","A","THS","BE211",2014-01-01,1027.51
"1741","A","THS","BE211",2015-01-01,1033.02
"1742","A","THS","BE211",2016-01-01,1038.88
"1743","A","THS","BE211",2017-01-01,1044.41
"1744","A","THS","BE211",2018-01-01,1050.03
"1745","A","THS","BE211",2019-01-01,1056.49
"1746","A","THS","BE211",2020-01-01,1061.19
"1747","A","THS","BE211",2021-01-01,1064.77
"1748","A","THS","BE211",2022-01-01,1074.44
"1749","A","THS","BE211",2023-01-01,1086.82
"1750","A","THS","BE212",2000-01-01,306
"1751","A","THS","BE212",2001-01-01,306.9
"1752","A","THS","BE212",2002-01-01,308
"1753","A","THS","BE212",2003-01-01,309.26
"1754","A","THS","BE212",2004-01-01,310.67
"1755","A","THS","BE212",2005-01-01,312.86
"1756","A","THS","BE212",2006-01-01,315.23
"1757","A","THS","BE212",2007-01-01,317.67
"1758","A","THS","BE212",2008-01-01,320.45
"1759","A","THS","BE212",2009-01-01,323.03
"1760","A","THS","BE212",2010-01-01,325.83
"1761","A","THS","BE212",2011-01-01,328.9
"1762","A","THS","BE212",2012-01-01,330.85
"1763","A","THS","BE212",2013-01-01,332.69
"1764","A","THS","BE212",2014-01-01,334.69
"1765","A","THS","BE212",2015-01-01,336.73
"1766","A","THS","BE212",2016-01-01,339.16
"1767","A","THS","BE212",2017-01-01,341.88
"1768","A","THS","BE212",2018-01-01,344.04
"1769","A","THS","BE212",2019-01-01,346.28
"1770","A","THS","BE212",2020-01-01,348.29
"1771","A","THS","BE212",2021-01-01,350.28
"1772","A","THS","BE212",2022-01-01,354.3
"1773","A","THS","BE212",2023-01-01,358.65
"1774","A","THS","BE213",2000-01-01,406.9
"1775","A","THS","BE213",2001-01-01,408.7
"1776","A","THS","BE213",2002-01-01,410.7
"1777","A","THS","BE213",2003-01-01,412.9
"1778","A","THS","BE213",2004-01-01,415.28
"1779","A","THS","BE213",2005-01-01,418.05
"1780","A","THS","BE213",2006-01-01,421.39
"1781","A","THS","BE213",2007-01-01,425.16
"1782","A","THS","BE213",2008-01-01,429.44
"1783","A","THS","BE213",2009-01-01,433.48
"1784","A","THS","BE213",2010-01-01,437.25
"1785","A","THS","BE213",2011-01-01,441.95
"1786","A","THS","BE213",2012-01-01,444.75
"1787","A","THS","BE213",2013-01-01,446.96
"1788","A","THS","BE213",2014-01-01,449.62
"1789","A","THS","BE213",2015-01-01,453.19
"1790","A","THS","BE213",2016-01-01,455.78
"1791","A","THS","BE213",2017-01-01,457.88
"1792","A","THS","BE213",2018-01-01,460.92
"1793","A","THS","BE213",2019-01-01,464.02
"1794","A","THS","BE213",2020-01-01,466.73
"1795","A","THS","BE213",2021-01-01,469.92
"1796","A","THS","BE213",2022-01-01,474.53
"1797","A","THS","BE213",2023-01-01,478.94
"1798","A","THS","BE22",2000-01-01,792.99
"1799","A","THS","BE22",2001-01-01,796.7
"1800","A","THS","BE22",2002-01-01,800.6
"1801","A","THS","BE22",2003-01-01,804.15
"1802","A","THS","BE22",2004-01-01,807.86
"1803","A","THS","BE22",2005-01-01,812.3
"1804","A","THS","BE22",2006-01-01,817.47
"1805","A","THS","BE22",2007-01-01,823.57
"1806","A","THS","BE22",2008-01-01,830.02
"1807","A","THS","BE22",2009-01-01,835.79
"1808","A","THS","BE22",2010-01-01,841.6
"1809","A","THS","BE22",2011-01-01,849.18
"1810","A","THS","BE22",2012-01-01,853.39
"1811","A","THS","BE22",2013-01-01,856.5
"1812","A","THS","BE22",2014-01-01,859.61
"1813","A","THS","BE22",2015-01-01,864.16
"1814","A","THS","BE22",2016-01-01,868.28
"1815","A","THS","BE22",2017-01-01,871.19
"1816","A","THS","BE22",2018-01-01,874.29
"1817","A","THS","BE22",2019-01-01,878.22
"1818","A","THS","BE22",2020-01-01,881.92
"1819","A","THS","BE22",2021-01-01,886.07
"1820","A","THS","BE22",2022-01-01,893.77
"1821","A","THS","BE22",2023-01-01,901.47
"1822","A","THS","BE223",2000-01-01,189.8
"1823","A","THS","BE223",2001-01-01,190.4
"1824","A","THS","BE223",2002-01-01,191
"1825","A","THS","BE223",2003-01-01,191.47
"1826","A","THS","BE223",2004-01-01,191.92
"1827","A","THS","BE223",2005-01-01,192.6
"1828","A","THS","BE223",2006-01-01,193.6
"1829","A","THS","BE223",2007-01-01,194.78
"1830","A","THS","BE223",2008-01-01,195.84
"1831","A","THS","BE223",2009-01-01,196.84
"1832","A","THS","BE223",2010-01-01,198.11
"1833","A","THS","BE223",2011-01-01,199.79
"1834","A","THS","BE223",2012-01-01,200.43
"1835","A","THS","BE223",2013-01-01,200.79
"1836","A","THS","BE223",2014-01-01,201.17
"1837","A","THS","BE223",2015-01-01,201.7
"1838","A","THS","BE223",2016-01-01,202.37
"1839","A","THS","BE223",2017-01-01,203.2
"1840","A","THS","BE223",2018-01-01,203.99
"1841","A","THS","BE223",2019-01-01,204.81
"1842","A","THS","BE223",2020-01-01,205.62
"1843","A","THS","BE223",2021-01-01,206.68
"1844","A","THS","BE223",2022-01-01,208.36
"1845","A","THS","BE223",2023-01-01,209.95
"1846","A","THS","BE224",2000-01-01,374.6
"1847","A","THS","BE224",2001-01-01,376.2
"1848","A","THS","BE224",2002-01-01,378.1
"1849","A","THS","BE224",2003-01-01,380.02
"1850","A","THS","BE224",2004-01-01,381.96
"1851","A","THS","BE224",2005-01-01,384.23
"1852","A","THS","BE224",2006-01-01,386.88
"1853","A","THS","BE224",2007-01-01,390.26
"1854","A","THS","BE224",2008-01-01,393.86
"1855","A","THS","BE224",2009-01-01,396.91
"1856","A","THS","BE224",2010-01-01,399.94
"1857","A","THS","BE224",2011-01-01,404.09
"1858","A","THS","BE224",2012-01-01,406.49
"1859","A","THS","BE224",2013-01-01,408.31
"1860","A","THS","BE224",2014-01-01,410.2
"1861","A","THS","BE224",2015-01-01,412.84
"1862","A","THS","BE224",2016-01-01,415.08
"1863","A","THS","BE224",2017-01-01,416.58
"1864","A","THS","BE224",2018-01-01,418.31
"1865","A","THS","BE224",2019-01-01,420.48
"1866","A","THS","BE224",2020-01-01,422.62
"1867","A","THS","BE224",2021-01-01,424.66
"1868","A","THS","BE224",2022-01-01,428.04
"1869","A","THS","BE224",2023-01-01,431.8
"1870","A","THS","BE225",2000-01-01,228.6
"1871","A","THS","BE225",2001-01-01,230.1
"1872","A","THS","BE225",2002-01-01,231.5
"1873","A","THS","BE225",2003-01-01,232.66
"1874","A","THS","BE225",2004-01-01,233.98
"1875","A","THS","BE225",2005-01-01,235.47
"1876","A","THS","BE225",2006-01-01,236.98
"1877","A","THS","BE225",2007-01-01,238.53
"1878","A","THS","BE225",2008-01-01,240.32
"1879","A","THS","BE225",2009-01-01,242.04
"1880","A","THS","BE225",2010-01-01,243.55
"1881","A","THS","BE225",2011-01-01,245.3
"1882","A","THS","BE225",2012-01-01,246.47
"1883","A","THS","BE225",2013-01-01,247.39
"1884","A","THS","BE225",2014-01-01,248.24
"1885","A","THS","BE225",2015-01-01,249.62
"1886","A","THS","BE225",2016-01-01,250.83
"1887","A","THS","BE225",2017-01-01,251.4
"1888","A","THS","BE225",2018-01-01,251.99
"1889","A","THS","BE225",2019-01-01,252.93
"1890","A","THS","BE225",2020-01-01,253.67
"1891","A","THS","BE225",2021-01-01,254.74
"1892","A","THS","BE225",2022-01-01,257.37
"1893","A","THS","BE225",2023-01-01,259.73
"1894","A","THS","BE23",2000-01-01,1362.59
"1895","A","THS","BE23",2001-01-01,1365.2
"1896","A","THS","BE23",2002-01-01,1368.4
"1897","A","THS","BE23",2003-01-01,1371.92
"1898","A","THS","BE23",2004-01-01,1376.89
"1899","A","THS","BE23",2005-01-01,1384.76
"1900","A","THS","BE23",2006-01-01,1393.86
"1901","A","THS","BE23",2007-01-01,1403.65
"1902","A","THS","BE23",2008-01-01,1414.73
"1903","A","THS","BE23",2009-01-01,1426.31
"1904","A","THS","BE23",2010-01-01,1439.13
"1905","A","THS","BE23",2011-01-01,1453.14
"1906","A","THS","BE23",2012-01-01,1460.53
"1907","A","THS","BE23",2013-01-01,1467.32
"1908","A","THS","BE23",2014-01-01,1475.08
"1909","A","THS","BE23",2015-01-01,1484.04
"1910","A","THS","BE23",2016-01-01,1493.73
"1911","A","THS","BE23",2017-01-01,1502.34
"1912","A","THS","BE23",2018-01-01,1511.25
"1913","A","THS","BE23",2019-01-01,1521.39
"1914","A","THS","BE23",2020-01-01,1530.18
"1915","A","THS","BE23",2021-01-01,1539.68
"1916","A","THS","BE23",2022-01-01,1554.41
"1917","A","THS","BE23",2023-01-01,1569.18
"1918","A","THS","BE231",2000-01-01,262.3
"1919","A","THS","BE231",2001-01-01,262.3
"1920","A","THS","BE231",2002-01-01,262.4
"1921","A","THS","BE231",2003-01-01,262.74
"1922","A","THS","BE231",2004-01-01,263.43
"1923","A","THS","BE231",2005-01-01,264.79
"1924","A","THS","BE231",2006-01-01,266.47
"1925","A","THS","BE231",2007-01-01,268.43
"1926","A","THS","BE231",2008-01-01,270.52
"1927","A","THS","BE231",2009-01-01,272.49
"1928","A","THS","BE231",2010-01-01,275.06
"1929","A","THS","BE231",2011-01-01,278.01
"1930","A","THS","BE231",2012-01-01,279.95
"1931","A","THS","BE231",2013-01-01,281.64
"1932","A","THS","BE231",2014-01-01,283.17
"1933","A","THS","BE231",2015-01-01,284.6
"1934","A","THS","BE231",2016-01-01,286.16
"1935","A","THS","BE231",2017-01-01,288.14
"1936","A","THS","BE231",2018-01-01,290.31
"1937","A","THS","BE231",2019-01-01,292.59
"1938","A","THS","BE231",2020-01-01,295.05
"1939","A","THS","BE231",2021-01-01,297.5
"1940","A","THS","BE231",2022-01-01,300.59
"1941","A","THS","BE231",2023-01-01,303.83
"1942","A","THS","BE232",2000-01-01,186.5
"1943","A","THS","BE232",2001-01-01,186.8
"1944","A","THS","BE232",2002-01-01,187
"1945","A","THS","BE232",2003-01-01,187.16
"1946","A","THS","BE232",2004-01-01,187.56
"1947","A","THS","BE232",2005-01-01,188.33
"1948","A","THS","BE232",2006-01-01,189.26
"1949","A","THS","BE232",2007-01-01,190.01
"1950","A","THS","BE232",2008-01-01,190.95
"1951","A","THS","BE232",2009-01-01,192.02
"1952","A","THS","BE232",2010-01-01,193.28
"1953","A","THS","BE232",2011-01-01,194.97
"1954","A","THS","BE232",2012-01-01,195.94
"1955","A","THS","BE232",2013-01-01,196.74
"1956","A","THS","BE232",2014-01-01,197.6
"1957","A","THS","BE232",2015-01-01,198.39
"1958","A","THS","BE232",2016-01-01,199.3
"1959","A","THS","BE232",2017-01-01,200.1
"1960","A","THS","BE232",2018-01-01,200.86
"1961","A","THS","BE232",2019-01-01,201.9
"1962","A","THS","BE232",2020-01-01,202.81
"1963","A","THS","BE232",2021-01-01,203.74
"1964","A","THS","BE232",2022-01-01,205.4
"1965","A","THS","BE232",2023-01-01,207.08
"1966","A","THS","BE233",2000-01-01,79.5
"1967","A","THS","BE233",2001-01-01,79.4
"1968","A","THS","BE233",2002-01-01,79.4
"1969","A","THS","BE233",2003-01-01,79.42
"1970","A","THS","BE233",2004-01-01,79.57
"1971","A","THS","BE233",2005-01-01,79.97
"1972","A","THS","BE233",2006-01-01,80.41
"1973","A","THS","BE233",2007-01-01,80.71
"1974","A","THS","BE233",2008-01-01,81.15
"1975","A","THS","BE233",2009-01-01,81.67
"1976","A","THS","BE233",2010-01-01,82.19
"1977","A","THS","BE233",2011-01-01,82.94
"1978","A","THS","BE233",2012-01-01,83.2
"1979","A","THS","BE233",2013-01-01,83.31
"1980","A","THS","BE233",2014-01-01,83.56
"1981","A","THS","BE233",2015-01-01,83.81
"1982","A","THS","BE233",2016-01-01,84.08
"1983","A","THS","BE233",2017-01-01,84.52
"1984","A","THS","BE233",2018-01-01,85.05
"1985","A","THS","BE233",2019-01-01,85.62
"1986","A","THS","BE233",2020-01-01,86.31
"1987","A","THS","BE233",2021-01-01,87.17
"1988","A","THS","BE233",2022-01-01,88.25
"1989","A","THS","BE233",2023-01-01,89.26
"1990","A","THS","BE234",2000-01-01,496
"1991","A","THS","BE234",2001-01-01,497.6
"1992","A","THS","BE234",2002-01-01,499.7
"1993","A","THS","BE234",2003-01-01,501.64
"1994","A","THS","BE234",2004-01-01,503.88
"1995","A","THS","BE234",2005-01-01,507.13
"1996","A","THS","BE234",2006-01-01,510.7
"1997","A","THS","BE234",2007-01-01,514.7
"1998","A","THS","BE234",2008-01-01,519.39
"1999","A","THS","BE234",2009-01-01,524.5
"2000","A","THS","BE234",2010-01-01,530.23
"2001","A","THS","BE234",2011-01-01,535.59
"2002","A","THS","BE234",2012-01-01,537.79
"2003","A","THS","BE234",2013-01-01,540.38
"2004","A","THS","BE234",2014-01-01,543.73
"2005","A","THS","BE234",2015-01-01,548.14
"2006","A","THS","BE234",2016-01-01,552.73
"2007","A","THS","BE234",2017-01-01,555.83
"2008","A","THS","BE234",2018-01-01,558.87
"2009","A","THS","BE234",2019-01-01,562.34
"2010","A","THS","BE234",2020-01-01,564.78
"2011","A","THS","BE234",2021-01-01,567.33
"2012","A","THS","BE234",2022-01-01,572.08
"2013","A","THS","BE234",2023-01-01,576.87
"2014","A","THS","BE235",2000-01-01,114.4
"2015","A","THS","BE235",2001-01-01,114.4
"2016","A","THS","BE235",2002-01-01,114.5
"2017","A","THS","BE235",2003-01-01,114.7
"2018","A","THS","BE235",2004-01-01,115.09
"2019","A","THS","BE235",2005-01-01,115.74
"2020","A","THS","BE235",2006-01-01,116.61
"2021","A","THS","BE235",2007-01-01,117.62
"2022","A","THS","BE235",2008-01-01,118.63
"2023","A","THS","BE235",2009-01-01,119.56
"2024","A","THS","BE235",2010-01-01,120.27
"2025","A","THS","BE235",2011-01-01,121.04
"2026","A","THS","BE235",2012-01-01,121.63
"2027","A","THS","BE235",2013-01-01,122.04
"2028","A","THS","BE235",2014-01-01,122.48
"2029","A","THS","BE235",2015-01-01,122.93
"2030","A","THS","BE235",2016-01-01,123.27
"2031","A","THS","BE235",2017-01-01,123.67
"2032","A","THS","BE235",2018-01-01,124.16
"2033","A","THS","BE235",2019-01-01,124.53
"2034","A","THS","BE235",2020-01-01,124.88
"2035","A","THS","BE235",2021-01-01,125.55
"2036","A","THS","BE235",2022-01-01,126.74
"2037","A","THS","BE235",2023-01-01,127.87
"2038","A","THS","BE236",2000-01-01,224
"2039","A","THS","BE236",2001-01-01,224.7
"2040","A","THS","BE236",2002-01-01,225.4
"2041","A","THS","BE236",2003-01-01,226.26
"2042","A","THS","BE236",2004-01-01,227.37
"2043","A","THS","BE236",2005-01-01,228.8
"2044","A","THS","BE236",2006-01-01,230.41
"2045","A","THS","BE236",2007-01-01,232.18
"2046","A","THS","BE236",2008-01-01,234.08
"2047","A","THS","BE236",2009-01-01,236.07
"2048","A","THS","BE236",2010-01-01,238.11
"2049","A","THS","BE236",2011-01-01,240.59
"2050","A","THS","BE236",2012-01-01,242.02
"2051","A","THS","BE236",2013-01-01,243.2
"2052","A","THS","BE236",2014-01-01,244.54
"2053","A","THS","BE236",2015-01-01,246.17
"2054","A","THS","BE236",2016-01-01,248.18
"2055","A","THS","BE236",2017-01-01,250.08
"2056","A","THS","BE236",2018-01-01,251.99
"2057","A","THS","BE236",2019-01-01,254.4
"2058","A","THS","BE236",2020-01-01,256.36
"2059","A","THS","BE236",2021-01-01,258.38
"2060","A","THS","BE236",2022-01-01,261.35
"2061","A","THS","BE236",2023-01-01,264.27
"2062","A","THS","BE24",2000-01-01,1016.59
"2063","A","THS","BE24",2001-01-01,1020.6
"2064","A","THS","BE24",2002-01-01,1025.3
"2065","A","THS","BE24",2003-01-01,1029.87
"2066","A","THS","BE24",2004-01-01,1034.84
"2067","A","THS","BE24",2005-01-01,1040.96
"2068","A","THS","BE24",2006-01-01,1048.3
"2069","A","THS","BE24",2007-01-01,1056.4
"2070","A","THS","BE24",2008-01-01,1064.59
"2071","A","THS","BE24",2009-01-01,1072.83
"2072","A","THS","BE24",2010-01-01,1081.73
"2073","A","THS","BE24",2011-01-01,1092.46
"2074","A","THS","BE24",2012-01-01,1099.6
"2075","A","THS","BE24",2013-01-01,1105.62
"2076","A","THS","BE24",2014-01-01,1111.49
"2077","A","THS","BE24",2015-01-01,1118.57
"2078","A","THS","BE24",2016-01-01,1126.58
"2079","A","THS","BE24",2017-01-01,1134.58
"2080","A","THS","BE24",2018-01-01,1142.59
"2081","A","THS","BE24",2019-01-01,1151.56
"2082","A","THS","BE24",2020-01-01,1159.83
"2083","A","THS","BE24",2021-01-01,1168.57
"2084","A","THS","BE24",2022-01-01,1181.02
"2085","A","THS","BE24",2023-01-01,1192.89
"2086","A","THS","BE241",2000-01-01,559.19
"2087","A","THS","BE241",2001-01-01,561.8
"2088","A","THS","BE241",2002-01-01,564.6
"2089","A","THS","BE241",2003-01-01,567.27
"2090","A","THS","BE241",2004-01-01,570.74
"2091","A","THS","BE241",2005-01-01,574.35
"2092","A","THS","BE241",2006-01-01,578.21
"2093","A","THS","BE241",2007-01-01,582.44
"2094","A","THS","BE241",2008-01-01,586.61
"2095","A","THS","BE241",2009-01-01,591.07
"2096","A","THS","BE241",2010-01-01,596.22
"2097","A","THS","BE241",2011-01-01,602.69
"2098","A","THS","BE241",2012-01-01,607.41
"2099","A","THS","BE241",2013-01-01,611.57
"2100","A","THS","BE241",2014-01-01,615.78
"2101","A","THS","BE241",2015-01-01,620.69
"2102","A","THS","BE241",2016-01-01,625.6
"2103","A","THS","BE241",2017-01-01,630.35
"2104","A","THS","BE241",2018-01-01,635.37
"2105","A","THS","BE241",2019-01-01,641.29
"2106","A","THS","BE241",2020-01-01,647.23
"2107","A","THS","BE241",2021-01-01,653.16
"2108","A","THS","BE241",2022-01-01,660.69
"2109","A","THS","BE241",2023-01-01,667.7
"2110","A","THS","BE242",2000-01-01,457.4
"2111","A","THS","BE242",2001-01-01,458.9
"2112","A","THS","BE242",2002-01-01,460.8
"2113","A","THS","BE242",2003-01-01,462.6
"2114","A","THS","BE242",2004-01-01,464.1
"2115","A","THS","BE242",2005-01-01,466.61
"2116","A","THS","BE242",2006-01-01,470.09
"2117","A","THS","BE242",2007-01-01,473.96
"2118","A","THS","BE242",2008-01-01,477.98
"2119","A","THS","BE242",2009-01-01,481.76
"2120","A","THS","BE242",2010-01-01,485.5
"2121","A","THS","BE242",2011-01-01,489.77
"2122","A","THS","BE242",2012-01-01,492.19
"2123","A","THS","BE242",2013-01-01,494.05
"2124","A","THS","BE242",2014-01-01,495.71
"2125","A","THS","BE242",2015-01-01,497.88
"2126","A","THS","BE242",2016-01-01,500.98
"2127","A","THS","BE242",2017-01-01,504.23
"2128","A","THS","BE242",2018-01-01,507.22
"2129","A","THS","BE242",2019-01-01,510.27
"2130","A","THS","BE242",2020-01-01,512.6
"2131","A","THS","BE242",2021-01-01,515.42
"2132","A","THS","BE242",2022-01-01,520.33
"2133","A","THS","BE242",2023-01-01,525.19
"2134","A","THS","BE25",2000-01-01,1129.39
"2135","A","THS","BE25",2001-01-01,1131.2
"2136","A","THS","BE25",2002-01-01,1133.1
"2137","A","THS","BE25",2003-01-01,1134.86
"2138","A","THS","BE25",2004-01-01,1137.15
"2139","A","THS","BE25",2005-01-01,1140.18
"2140","A","THS","BE25",2006-01-01,1143.88
"2141","A","THS","BE25",2007-01-01,1148.31
"2142","A","THS","BE25",2008-01-01,1153.02
"2143","A","THS","BE25",2009-01-01,1157.28
"2144","A","THS","BE25",2010-01-01,1162.21
"2145","A","THS","BE25",2011-01-01,1170.37
"2146","A","THS","BE25",2012-01-01,1174.36
"2147","A","THS","BE25",2013-01-01,1176.88
"2148","A","THS","BE25",2014-01-01,1179.44
"2149","A","THS","BE25",2015-01-01,1182.67
"2150","A","THS","BE25",2016-01-01,1186.37
"2151","A","THS","BE25",2017-01-01,1190.31
"2152","A","THS","BE25",2018-01-01,1194.62
"2153","A","THS","BE25",2019-01-01,1199.68
"2154","A","THS","BE25",2020-01-01,1203.73
"2155","A","THS","BE25",2021-01-01,1207.97
"2156","A","THS","BE25",2022-01-01,1216.41
"2157","A","THS","BE25",2023-01-01,1225.5
"2158","A","THS","BE251",2000-01-01,271.2
"2159","A","THS","BE251",2001-01-01,271.7
"2160","A","THS","BE251",2002-01-01,272.2
"2161","A","THS","BE251",2003-01-01,272.64
"2162","A","THS","BE251",2004-01-01,273.3
"2163","A","THS","BE251",2005-01-01,274.02
"2164","A","THS","BE251",2006-01-01,274.6
"2165","A","THS","BE251",2007-01-01,275.22
"2166","A","THS","BE251",2008-01-01,275.82
"2167","A","THS","BE251",2009-01-01,276.13
"2168","A","THS","BE251",2010-01-01,276.84
"2169","A","THS","BE251",2011-01-01,278.48
"2170","A","THS","BE251",2012-01-01,279.6
"2171","A","THS","BE251",2013-01-01,280.03
"2172","A","THS","BE251",2014-01-01,280.24
"2173","A","THS","BE251",2015-01-01,280.62
"2174","A","THS","BE251",2016-01-01,281.13
"2175","A","THS","BE251",2017-01-01,281.79
"2176","A","THS","BE251",2018-01-01,282.27
"2177","A","THS","BE251",2019-01-01,282.8
"2178","A","THS","BE251",2020-01-01,283.34
"2179","A","THS","BE251",2021-01-01,283.79
"2180","A","THS","BE251",2022-01-01,285.13
"2181","A","THS","BE251",2023-01-01,286.8
"2182","A","THS","BE252",2000-01-01,48
"2183","A","THS","BE252",2001-01-01,48.1
"2184","A","THS","BE252",2002-01-01,48
"2185","A","THS","BE252",2003-01-01,48.07
"2186","A","THS","BE252",2004-01-01,48.18
"2187","A","THS","BE252",2005-01-01,48.31
"2188","A","THS","BE252",2006-01-01,48.46
"2189","A","THS","BE252",2007-01-01,48.8
"2190","A","THS","BE252",2008-01-01,49.19
"2191","A","THS","BE252",2009-01-01,49.51
"2192","A","THS","BE252",2010-01-01,49.82
"2193","A","THS","BE252",2011-01-01,50.18
"2194","A","THS","BE252",2012-01-01,50.48
"2195","A","THS","BE252",2013-01-01,50.69
"2196","A","THS","BE252",2014-01-01,50.82
"2197","A","THS","BE252",2015-01-01,50.98
"2198","A","THS","BE252",2016-01-01,51.18
"2199","A","THS","BE252",2017-01-01,51.37
"2200","A","THS","BE252",2018-01-01,51.5
"2201","A","THS","BE252",2019-01-01,51.64
"2202","A","THS","BE252",2020-01-01,51.76
"2203","A","THS","BE252",2021-01-01,51.9
"2204","A","THS","BE252",2022-01-01,52.24
"2205","A","THS","BE252",2023-01-01,52.52
"2206","A","THS","BE253",2000-01-01,104.3
"2207","A","THS","BE253",2001-01-01,104.2
"2208","A","THS","BE253",2002-01-01,104.2
"2209","A","THS","BE253",2003-01-01,104.1
"2210","A","THS","BE253",2004-01-01,104.15
"2211","A","THS","BE253",2005-01-01,104.39
"2212","A","THS","BE253",2006-01-01,104.65
"2213","A","THS","BE253",2007-01-01,104.99
"2214","A","THS","BE253",2008-01-01,105.34
"2215","A","THS","BE253",2009-01-01,105.66
"2216","A","THS","BE253",2010-01-01,106
"2217","A","THS","BE253",2011-01-01,106.59
"2218","A","THS","BE253",2012-01-01,106.64
"2219","A","THS","BE253",2013-01-01,106.5
"2220","A","THS","BE253",2014-01-01,106.48
"2221","A","THS","BE253",2015-01-01,106.54
"2222","A","THS","BE253",2016-01-01,106.56
"2223","A","THS","BE253",2017-01-01,106.53
"2224","A","THS","BE253",2018-01-01,106.53
"2225","A","THS","BE253",2019-01-01,106.74
"2226","A","THS","BE253",2020-01-01,106.84
"2227","A","THS","BE253",2021-01-01,107.04
"2228","A","THS","BE253",2022-01-01,107.73
"2229","A","THS","BE253",2023-01-01,108.31
"2230","A","THS","BE254",2000-01-01,278
"2231","A","THS","BE254",2001-01-01,277.8
"2232","A","THS","BE254",2002-01-01,277.7
"2233","A","THS","BE254",2003-01-01,277.28
"2234","A","THS","BE254",2004-01-01,277.16
"2235","A","THS","BE254",2005-01-01,277.35
"2236","A","THS","BE254",2006-01-01,277.84
"2237","A","THS","BE254",2007-01-01,278.5
"2238","A","THS","BE254",2008-01-01,279.44
"2239","A","THS","BE254",2009-01-01,280.57
"2240","A","THS","BE254",2010-01-01,281.63
"2241","A","THS","BE254",2011-01-01,283.43
"2242","A","THS","BE254",2012-01-01,284.17
"2243","A","THS","BE254",2013-01-01,284.8
"2244","A","THS","BE254",2014-01-01,285.56
"2245","A","THS","BE254",2015-01-01,286.47
"2246","A","THS","BE254",2016-01-01,287.61
"2247","A","THS","BE254",2017-01-01,288.79
"2248","A","THS","BE254",2018-01-01,290.14
"2249","A","THS","BE254",2019-01-01,291.81
"2250","A","THS","BE254",2020-01-01,293.14
"2251","A","THS","BE254",2021-01-01,294.89
"2252","A","THS","BE254",2022-01-01,298.07
"2253","A","THS","BE254",2023-01-01,301.32
"2254","A","THS","BE255",2000-01-01,142.7
"2255","A","THS","BE255",2001-01-01,143.4
"2256","A","THS","BE255",2002-01-01,144.4
"2257","A","THS","BE255",2003-01-01,145.3
"2258","A","THS","BE255",2004-01-01,146.1
"2259","A","THS","BE255",2005-01-01,146.89
"2260","A","THS","BE255",2006-01-01,147.81
"2261","A","THS","BE255",2007-01-01,148.78
"2262","A","THS","BE255",2008-01-01,149.77
"2263","A","THS","BE255",2009-01-01,150.56
"2264","A","THS","BE255",2010-01-01,151.53
"2265","A","THS","BE255",2011-01-01,153.02
"2266","A","THS","BE255",2012-01-01,153.53
"2267","A","THS","BE255",2013-01-01,153.93
"2268","A","THS","BE255",2014-01-01,154.6
"2269","A","THS","BE255",2015-01-01,155.09
"2270","A","THS","BE255",2016-01-01,155.61
"2271","A","THS","BE255",2017-01-01,156.31
"2272","A","THS","BE255",2018-01-01,156.97
"2273","A","THS","BE255",2019-01-01,157.61
"2274","A","THS","BE255",2020-01-01,158.12
"2275","A","THS","BE255",2021-01-01,158.33
"2276","A","THS","BE255",2022-01-01,158.95
"2277","A","THS","BE255",2023-01-01,160
"2278","A","THS","BE256",2000-01-01,140.6
"2279","A","THS","BE256",2001-01-01,140.8
"2280","A","THS","BE256",2002-01-01,141.1
"2281","A","THS","BE256",2003-01-01,141.26
"2282","A","THS","BE256",2004-01-01,141.42
"2283","A","THS","BE256",2005-01-01,141.8
"2284","A","THS","BE256",2006-01-01,142.42
"2285","A","THS","BE256",2007-01-01,143.2
"2286","A","THS","BE256",2008-01-01,143.89
"2287","A","THS","BE256",2009-01-01,144.58
